experiment,commit,seed,hardware,rust_version,mode,rule,train_pairs,test_pairs,cdt_enabled,rqm_enabled,field_only,cosine_dynamic,cosine_static,cosine_linear,cosine_nn,cosine_table,coord_err_dynamic,rule_generalization,novel_state_generation,experience_gain,leakage_score,cdt_query_count,rqm_query_count,energy,stability,steps_trained,encoder_hash,dynamics_hash,verdict,periphery,notes
E24_static_vs_dynamic,c0bba6f,923651,x86_64,rustc 1.98.1 (48a229cea 2026-09-01),MODE_2_DYNAMIC_FIELD,R2_rotation(theta=0.5236),10,4,false,false,true,-0.448214,0.959708,0.948273,0.000000,0.000000,0.000000,-0.448214,0.000000,-1.407922,0,0,0,0.000000,0.000000,800,a27220a314e5ef30,7ec20d58cc21a8e3,NEGATIVE,numeric_field_only (GGUF on disk unused for rule core),dynamic=-0.448 static=0.960 random_dyn=0.948 delta=-1.408 elapsed_ms=27.0
E25_cdt_experience_not_answer,c0bba6f,923174,x86_64,rustc 1.98.1 (48a229cea 2026-09-01),MODE_3_DYNAMIC_PLUS_CDT_TRAINING,R1_translation(dx=2;dy=1),4,1,true,false,true,0.283214,0.898710,-0.034512,-0.274311,0.000000,3.356639,0.283214,0.283214,0.000000,0,0,0,0.716786,0.999997,640,d52b3530f62d5695,acdb4d8d9519c03f,NEGATIVE,numeric_field_only (GGUF on disk unused for rule core),scaffold via E18B path (novel target not in CDT); full multi-family deferred. consolidate_calls=4 mean_delta=true target_in_cdt=false eval_cdt_queries=0 coord_err=3.357 elapsed_ms=26.1
E26_experience_ablation,c0bba6f,923173,x86_64,rustc 1.98.1 (48a229cea 2026-09-01),MODE_3_DYNAMIC_PLUS_CDT_TRAINING,R1_translation(dx=2;dy=1),4,1,true,false,true,-0.129468,0.684225,-0.038654,0.164514,0.000000,0.000000,-0.129468,0.000000,-0.813692,0,0,0,0.000000,0.000000,0,,,NEGATIVE,numeric_field_only (GGUF on disk unused for rule core),ablation mapped to E18C C0..C3; C0=0.684 C1=-0.039 C2=-0.129 C3=0.165 gain(C2-max(C0;C1))=-0.814 elapsed_ms=24.2
E27_rule_transfer,c0bba6f,923651,x86_64,rustc 1.98.1 (48a229cea 2026-09-01),MODE_3_DYNAMIC_PLUS_CDT_TRAINING,,0,0,false,false,true,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0.000000,0.000000,0,,,INVALID,numeric_field_only (GGUF on disk unused for rule core),DEFERRED: cross-family transfer not fully instrumented in this pass
E28_continual_forgetting,c0bba6f,923651,x86_64,rustc 1.98.1 (48a229cea 2026-09-01),MODE_3_DYNAMIC_PLUS_CDT_TRAINING,,0,0,false,false,true,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0.000000,0.000000,0,,,INVALID,numeric_field_only (GGUF on disk unused for rule core),DEFERRED: continual R1/R2/R3 protocol not fully run
E29_causal_intervention,c0bba6f,923651,x86_64,rustc 1.98.1 (48a229cea 2026-09-01),MODE_3_DYNAMIC_PLUS_CDT_TRAINING,,0,0,false,false,true,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0.000000,0.000000,0,,,INVALID,numeric_field_only (GGUF on disk unused for rule core),DEFERRED: checkpoint intervene/rollback not wired
E30_persistence_restart,c0bba6f,923651,x86_64,rustc 1.98.1 (48a229cea 2026-09-01),MODE_3_DYNAMIC_PLUS_CDT_TRAINING,,0,0,false,false,true,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0.000000,0.000000,0,,,INVALID,numeric_field_only (GGUF on disk unused for rule core),DEFERRED: process restart persistence not wired
FASE_A_field_only_scaffold,c0bba6f,923652,x86_64,rustc 1.98.1 (48a229cea 2026-09-01),MODE_2_DYNAMIC_FIELD,,0,0,false,false,true,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0.000000,0.000000,0,,,POSITIVE,numeric_field_only (GGUF on disk unused for rule core),FIELD_ONLY defaults: RQM=OFF CDT=OFF; leakage=0; path=input→encoder→D_phi→output
E18A_direct_no_cdt,c0bba6f,923652,x86_64,rustc 1.98.1 (48a229cea 2026-09-01),MODE_2_DYNAMIC_FIELD,R1_translation(dx=2;dy=1),4,1,false,false,true,0.930604,0.323669,0.916081,0.961910,0.000000,1.435280,0.930604,1.000000,0.000000,0,0,0,0.069396,0.999823,3200,ab825e9a1f2b8e72,c771d8770113a920,POSITIVE,numeric_field_only (GGUF on disk unused for rule core),A5 never in train; FIELD_ONLY; static=0.324 linear=0.916 nn=0.962 table=0.000 coord_err=1.435 audit_path=input→encoder→D_phi→output elapsed_ms=38.5
E18B_episodic_cdt_consolidation,c0bba6f,923652,x86_64,rustc 1.98.1 (48a229cea 2026-09-01),MODE_3_DYNAMIC_PLUS_CDT_TRAINING,R1_translation(dx=2;dy=1),4,1,true,false,true,0.094831,0.739616,0.351727,0.087599,0.000000,1.271579,0.094831,0.094831,0.000000,0,0,0,0.905169,0.999977,640,64a1cbd46164b85e,5bf29ea0085e954f,NEGATIVE,numeric_field_only (GGUF on disk unused for rule core),consolidate_calls=4 mean_delta=true target_in_cdt=false eval_cdt_queries=0 coord_err=1.272 elapsed_ms=23.2
E18C_cdt_vs_no_cdt,c0bba6f,923652,x86_64,rustc 1.98.1 (48a229cea 2026-09-01),MODE_3_DYNAMIC_PLUS_CDT_TRAINING,R1_translation(dx=2;dy=1),4,1,true,false,true,0.856979,0.408924,0.714793,0.785020,0.000000,0.000000,0.856979,0.000000,0.142186,0,0,0,0.000000,0.000000,0,,,POSITIVE,numeric_field_only (GGUF on disk unused for rule core),C0=0.409 C1=0.715 C2=0.857 C3=0.785 gain(C2-max(C0;C1))=0.142 elapsed_ms=24.6
E19_no_lookup_audit,c0bba6f,923652,x86_64,rustc 1.98.1 (48a229cea 2026-09-01),MODE_2_DYNAMIC_FIELD,R1_translation(dx=2;dy=1),4,1,false,false,true,0.930604,0.323669,0.916081,0.961910,0.000000,1.435280,0.930604,1.000000,0.000000,0,0,0,0.069396,0.999823,3200,ab825e9a1f2b8e72,c771d8770113a920,POSITIVE,numeric_field_only (GGUF on disk unused for rule core),E19 audit-only: leakage=0 cdt_q=0 rqm_q=0 table_q=0 nn_q=0 attractor_q=0; wrapped_E18A_verdict=POSITIVE; A5 never in train; FIELD_ONLY; static=0.324 linear=0.916 nn=0.962 table=0.000 coord_err=1.435 audit_path=input→encoder→D_phi→output elapsed_ms=40.3
E20_trajectory_vs_rule,c0bba6f,923652,x86_64,rustc 1.98.1 (48a229cea 2026-09-01),MODE_2_DYNAMIC_FIELD,R1_translation(dx=1.5;dy=0.5),10,1,false,false,true,-0.643478,0.870068,0.000000,0.000000,0.000000,0.000000,-0.643478,0.000000,-1.513546,0,0,0,0.000000,0.000000,1600,dbf3098cbe059761,483348af87a45a12,NEGATIVE,numeric_field_only (GGUF on disk unused for rule core),cos_rule=-0.643 cos_traj=0.870 delta=-1.514 elapsed_ms=30.4
E21_abstract_rule_param,c0bba6f,923652,x86_64,rustc 1.98.1 (48a229cea 2026-09-01),MODE_2_DYNAMIC_FIELD,R1_translation(dx=2;dy=1); extrap dx=3,12,6,false,false,true,0.708879,0.060102,0.423112,0.000000,0.000000,0.000000,0.708879,0.423112,0.000000,0,0,0,0.000000,0.000000,1920,e0d99d59e47df14a,6eb270e085025bb5,PARTIAL,numeric_field_only (GGUF on disk unused for rule core),same_param_cos=0.709 extrap_raw=0.060 extrap_ctx=0.423 elapsed_ms=43.7
E22_unobserved_composition,c0bba6f,923652,x86_64,rustc 1.98.1 (48a229cea 2026-09-01),MODE_2_DYNAMIC_FIELD,T2(T1(x)) never trained,14,4,false,false,true,0.726745,0.743451,0.000000,0.719534,0.000000,0.000000,0.726745,0.000000,0.000000,0,0,0,0.000000,0.000000,1400,caf1c81fc8cf5bcc,ba1d02083c830ab1,PARTIAL,numeric_field_only (GGUF on disk unused for rule core),compose2=0.727 one_step=0.743 nn=0.720 elapsed_ms=28.2
E23_long_horizon,c0bba6f,923652,x86_64,rustc 1.98.1 (48a229cea 2026-09-01),MODE_2_DYNAMIC_FIELD,R1_translation(dx=0.5;dy=0.25),16,1,false,false,true,0.705716,0.295624,-0.422687,0.000000,0.000000,0.000000,0.295624,0.000000,0.000000,0,0,0,0.000000,0.293537,1920,d7b3c44ff75ec7ad,324d9e61947c4a7e,PARTIAL,numeric_field_only (GGUF on disk unused for rule core),horizons_cos=["0.706"; "0.238"; "-0.003"; "0.296"; "-0.215"; "-0.423"] pert_h8=["0.294"; "0.300"; "0.290"; "0.290"] elapsed_ms=33.2
E24_static_vs_dynamic,c0bba6f,923652,x86_64,rustc 1.98.1 (48a229cea 2026-09-01),MODE_2_DYNAMIC_FIELD,R2_rotation(theta=0.5236),10,4,false,false,true,0.835097,0.563639,0.579715,0.000000,0.000000,0.000000,0.835097,0.000000,0.271458,0,0,0,0.000000,0.000000,800,f9e9203c7e603c22,e46e23e90a89e96e,POSITIVE,numeric_field_only (GGUF on disk unused for rule core),dynamic=0.835 static=0.564 random_dyn=0.580 delta=0.271 elapsed_ms=26.3
E25_cdt_experience_not_answer,c0bba6f,923169,x86_64,rustc 1.98.1 (48a229cea 2026-09-01),MODE_3_DYNAMIC_PLUS_CDT_TRAINING,R1_translation(dx=2;dy=1),4,1,true,false,true,-0.782437,0.658133,-0.757246,-0.905554,0.000000,1.222248,-0.782437,-0.782437,0.000000,0,0,0,1.782437,0.999978,640,69d99a276ad77304,e338b211ffe39c45,NEGATIVE,numeric_field_only (GGUF on disk unused for rule core),scaffold via E18B path (novel target not in CDT); full multi-family deferred. consolidate_calls=4 mean_delta=true target_in_cdt=false eval_cdt_queries=0 coord_err=1.222 elapsed_ms=26.1
E26_experience_ablation,c0bba6f,923170,x86_64,rustc 1.98.1 (48a229cea 2026-09-01),MODE_3_DYNAMIC_PLUS_CDT_TRAINING,R1_translation(dx=2;dy=1),4,1,true,false,true,0.435159,0.147757,0.394541,0.403117,0.000000,0.000000,0.435159,0.000000,0.040618,0,0,0,0.000000,0.000000,0,,,POSITIVE,numeric_field_only (GGUF on disk unused for rule core),ablation mapped to E18C C0..C3; C0=0.148 C1=0.395 C2=0.435 C3=0.403 gain(C2-max(C0;C1))=0.041 elapsed_ms=23.1
E27_rule_transfer,c0bba6f,923652,x86_64,rustc 1.98.1 (48a229cea 2026-09-01),MODE_3_DYNAMIC_PLUS_CDT_TRAINING,,0,0,false,false,true,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0.000000,0.000000,0,,,INVALID,numeric_field_only (GGUF on disk unused for rule core),DEFERRED: cross-family transfer not fully instrumented in this pass
E28_continual_forgetting,c0bba6f,923652,x86_64,rustc 1.98.1 (48a229cea 2026-09-01),MODE_3_DYNAMIC_PLUS_CDT_TRAINING,,0,0,false,false,true,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0.000000,0.000000,0,,,INVALID,numeric_field_only (GGUF on disk unused for rule core),DEFERRED: continual R1/R2/R3 protocol not fully run
E29_causal_intervention,c0bba6f,923652,x86_64,rustc 1.98.1 (48a229cea 2026-09-01),MODE_3_DYNAMIC_PLUS_CDT_TRAINING,,0,0,false,false,true,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0.000000,0.000000,0,,,INVALID,numeric_field_only (GGUF on disk unused for rule core),DEFERRED: checkpoint intervene/rollback not wired
E30_persistence_restart,c0bba6f,923652,x86_64,rustc 1.98.1 (48a229cea 2026-09-01),MODE_3_DYNAMIC_PLUS_CDT_TRAINING,,0,0,false,false,true,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0.000000,0.000000,0,,,INVALID,numeric_field_only (GGUF on disk unused for rule core),DEFERRED: process restart persistence not wired
FASE_A_field_only_scaffold,c0bba6f,923653,x86_64,rustc 1.98.1 (48a229cea 2026-09-01),MODE_2_DYNAMIC_FIELD,,0,0,false,false,true,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0.000000,0.000000,0,,,POSITIVE,numeric_field_only (GGUF on disk unused for rule core),FIELD_ONLY defaults: RQM=OFF CDT=OFF; leakage=0; path=input→encoder→D_phi→output
E18A_direct_no_cdt,c0bba6f,923653,x86_64,rustc 1.98.1 (48a229cea 2026-09-01),MODE_2_DYNAMIC_FIELD,R1_translation(dx=2;dy=1),4,1,false,false,true,0.440270,0.317968,0.313867,0.623501,0.000000,0.658656,0.440270,0.440270,0.000000,0,0,0,0.559730,0.999890,3200,11dd96e443ce84e4,d6e4c9fea974a088,NULL,numeric_field_only (GGUF on disk unused for rule core),A5 never in train; FIELD_ONLY; static=0.318 linear=0.314 nn=0.624 table=0.000 coord_err=0.659 audit_path=input→encoder→D_phi→output elapsed_ms=40.4
E18B_episodic_cdt_consolidation,c0bba6f,923653,x86_64,rustc 1.98.1 (48a229cea 2026-09-01),MODE_3_DYNAMIC_PLUS_CDT_TRAINING,R1_translation(dx=2;dy=1),4,1,true,false,true,0.661253,0.940510,0.535638,-0.159504,0.000000,1.855121,0.661253,0.661253,0.000000,0,0,0,0.338747,0.999994,640,a52f8802bb99541e,faab7b0fc15c44c8,NEGATIVE,numeric_field_only (GGUF on disk unused for rule core),consolidate_calls=4 mean_delta=true target_in_cdt=false eval_cdt_queries=0 coord_err=1.855 elapsed_ms=24.2
E18C_cdt_vs_no_cdt,c0bba6f,923653,x86_64,rustc 1.98.1 (48a229cea 2026-09-01),MODE_3_DYNAMIC_PLUS_CDT_TRAINING,R1_translation(dx=2;dy=1),4,1,true,false,true,0.829545,0.794990,0.770045,0.817503,0.000000,0.000000,0.829545,0.000000,0.034554,0,0,0,0.000000,0.000000,0,,,PARTIAL,numeric_field_only (GGUF on disk unused for rule core),C0=0.795 C1=0.770 C2=0.830 C3=0.818 gain(C2-max(C0;C1))=0.035 elapsed_ms=25.9
E19_no_lookup_audit,c0bba6f,923653,x86_64,rustc 1.98.1 (48a229cea 2026-09-01),MODE_2_DYNAMIC_FIELD,R1_translation(dx=2;dy=1),4,1,false,false,true,0.440270,0.317968,0.313867,0.623501,0.000000,0.658656,0.440270,0.440270,0.000000,0,0,0,0.559730,0.999890,3200,11dd96e443ce84e4,d6e4c9fea974a088,POSITIVE,numeric_field_only (GGUF on disk unused for rule core),E19 audit-only: leakage=0 cdt_q=0 rqm_q=0 table_q=0 nn_q=0 attractor_q=0; wrapped_E18A_verdict=NULL; A5 never in train; FIELD_ONLY; static=0.318 linear=0.314 nn=0.624 table=0.000 coord_err=0.659 audit_path=input→encoder→D_phi→output elapsed_ms=42.1
E20_trajectory_vs_rule,c0bba6f,923653,x86_64,rustc 1.98.1 (48a229cea 2026-09-01),MODE_2_DYNAMIC_FIELD,R1_translation(dx=1.5;dy=0.5),10,1,false,false,true,0.764751,0.935781,0.000000,0.000000,0.000000,0.000000,0.764751,0.000000,-0.171030,0,0,0,0.000000,0.000000,1600,b16b68a81a435509,a8c7bf24fa8a465f,NEGATIVE,numeric_field_only (GGUF on disk unused for rule core),cos_rule=0.765 cos_traj=0.936 delta=-0.171 elapsed_ms=33.5
E21_abstract_rule_param,c0bba6f,923653,x86_64,rustc 1.98.1 (48a229cea 2026-09-01),MODE_2_DYNAMIC_FIELD,R1_translation(dx=2;dy=1); extrap dx=3,12,6,false,false,true,0.165639,0.129615,0.368142,0.000000,0.000000,0.000000,0.165639,0.368142,0.000000,0,0,0,0.000000,0.000000,1920,1c76fe13c42da6ef,81185a99cbda43a5,NULL,numeric_field_only (GGUF on disk unused for rule core),same_param_cos=0.166 extrap_raw=0.130 extrap_ctx=0.368 elapsed_ms=47.1
E22_unobserved_composition,c0bba6f,923653,x86_64,rustc 1.98.1 (48a229cea 2026-09-01),MODE_2_DYNAMIC_FIELD,T2(T1(x)) never trained,14,4,false,false,true,0.684378,-0.637916,0.000000,0.449310,0.000000,0.000000,0.684378,0.000000,0.000000,0,0,0,0.000000,0.000000,1400,c3e3f089ee4081a0,7f7b267d34137686,PARTIAL,numeric_field_only (GGUF on disk unused for rule core),compose2=0.684 one_step=-0.638 nn=0.449 elapsed_ms=28.6
E23_long_horizon,c0bba6f,923653,x86_64,rustc 1.98.1 (48a229cea 2026-09-01),MODE_2_DYNAMIC_FIELD,R1_translation(dx=0.5;dy=0.25),16,1,false,false,true,0.934225,0.231152,-0.080650,0.000000,0.000000,0.000000,0.231152,0.000000,0.000000,0,0,0,0.000000,0.232665,1920,2602e1920494ffcd,35d27dac78a0f5db,PARTIAL,numeric_field_only (GGUF on disk unused for rule core),horizons_cos=["0.934"; "0.802"; "0.545"; "0.231"; "0.013"; "-0.081"] pert_h8=["0.231"; "0.233"; "0.228"; "0.238"] elapsed_ms=32.2
E24_static_vs_dynamic,c0bba6f,923653,x86_64,rustc 1.98.1 (48a229cea 2026-09-01),MODE_2_DYNAMIC_FIELD,R2_rotation(theta=0.5236),10,4,false,false,true,0.744331,0.883424,0.869417,0.000000,0.000000,0.000000,0.744331,0.000000,-0.139094,0,0,0,0.000000,0.000000,800,b03ae0621f75a608,aba4c4d4c0598578,NEGATIVE,numeric_field_only (GGUF on disk unused for rule core),dynamic=0.744 static=0.883 random_dyn=0.869 delta=-0.139 elapsed_ms=25.7
E25_cdt_experience_not_answer,c0bba6f,923168,x86_64,rustc 1.98.1 (48a229cea 2026-09-01),MODE_3_DYNAMIC_PLUS_CDT_TRAINING,R1_translation(dx=2;dy=1),4,1,true,false,true,-0.159075,-0.011491,-0.020644,-0.026929,0.000000,2.257316,-0.159075,-0.159075,0.000000,0,0,0,1.159075,0.999980,640,ba3e126ff4a45cb5,83a367f6f311f90d,NEGATIVE,numeric_field_only (GGUF on disk unused for rule core),scaffold via E18B path (novel target not in CDT); full multi-family deferred. consolidate_calls=4 mean_delta=true target_in_cdt=false eval_cdt_queries=0 coord_err=2.257 elapsed_ms=24.0
E26_experience_ablation,c0bba6f,923171,x86_64,rustc 1.98.1 (48a229cea 2026-09-01),MODE_3_DYNAMIC_PLUS_CDT_TRAINING,R1_translation(dx=2;dy=1),4,1,true,false,true,0.592404,0.196446,0.674710,0.745837,0.000000,0.000000,0.592404,0.000000,-0.082305,0,0,0,0.000000,0.000000,0,,,PARTIAL,numeric_field_only (GGUF on disk unused for rule core),ablation mapped to E18C C0..C3; C0=0.196 C1=0.675 C2=0.592 C3=0.746 gain(C2-max(C0;C1))=-0.082 elapsed_ms=23.0
E27_rule_transfer,c0bba6f,923653,x86_64,rustc 1.98.1 (48a229cea 2026-09-01),MODE_3_DYNAMIC_PLUS_CDT_TRAINING,,0,0,false,false,true,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0.000000,0.000000,0,,,INVALID,numeric_field_only (GGUF on disk unused for rule core),DEFERRED: cross-family transfer not fully instrumented in this pass
E28_continual_forgetting,c0bba6f,923653,x86_64,rustc 1.98.1 (48a229cea 2026-09-01),MODE_3_DYNAMIC_PLUS_CDT_TRAINING,,0,0,false,false,true,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0.000000,0.000000,0,,,INVALID,numeric_field_only (GGUF on disk unused for rule core),DEFERRED: continual R1/R2/R3 protocol not fully run
E29_causal_intervention,c0bba6f,923653,x86_64,rustc 1.98.1 (48a229cea 2026-09-01),MODE_3_DYNAMIC_PLUS_CDT_TRAINING,,0,0,false,false,true,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0.000000,0.000000,0,,,INVALID,numeric_field_only (GGUF on disk unused for rule core),DEFERRED: checkpoint intervene/rollback not wired
E30_persistence_restart,c0bba6f,923653,x86_64,rustc 1.98.1 (48a229cea 2026-09-01),MODE_3_DYNAMIC_PLUS_CDT_TRAINING,,0,0,false,false,true,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0.000000,0.000000,0,,,INVALID,numeric_field_only (GGUF on disk unused for rule core),DEFERRED: process restart persistence not wired
FASE_A_field_only_scaffold,c0bba6f,923654,x86_64,rustc 1.98.1 (48a229cea 2026-09-01),MODE_2_DYNAMIC_FIELD,,0,0,false,false,true,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0.000000,0.000000,0,,,POSITIVE,numeric_field_only (GGUF on disk unused for rule core),FIELD_ONLY defaults: RQM=OFF CDT=OFF; leakage=0; path=input→encoder→D_phi→output
E18A_direct_no_cdt,c0bba6f,923654,x86_64,rustc 1.98.1 (48a229cea 2026-09-01),MODE_2_DYNAMIC_FIELD,R1_translation(dx=2;dy=1),4,1,false,false,true,-0.035366,0.471759,0.010912,-0.608116,0.000000,5.381768,-0.035366,-0.035366,0.000000,0,0,0,1.035366,0.999984,3200,567eb4370fb30e1c,b29dfde0515645a1,NEGATIVE,numeric_field_only (GGUF on disk unused for rule core),A5 never in train; FIELD_ONLY; static=0.472 linear=0.011 nn=-0.608 table=0.000 coord_err=5.382 audit_path=input→encoder→D_phi→output elapsed_ms=40.5
E18B_episodic_cdt_consolidation,c0bba6f,923654,x86_64,rustc 1.98.1 (48a229cea 2026-09-01),MODE_3_DYNAMIC_PLUS_CDT_TRAINING,R1_translation(dx=2;dy=1),4,1,true,false,true,0.291547,0.055513,-0.246435,-0.446193,0.000000,3.140675,0.291547,0.291547,0.000000,0,0,0,0.708453,0.999881,640,c1fef2480817dba0,1ca8a5e49b844681,NULL,numeric_field_only (GGUF on disk unused for rule core),consolidate_calls=4 mean_delta=true target_in_cdt=false eval_cdt_queries=0 coord_err=3.141 elapsed_ms=24.5
E18C_cdt_vs_no_cdt,c0bba6f,923654,x86_64,rustc 1.98.1 (48a229cea 2026-09-01),MODE_3_DYNAMIC_PLUS_CDT_TRAINING,R1_translation(dx=2;dy=1),4,1,true,false,true,0.308023,0.148018,0.296111,0.291833,0.000000,0.000000,0.308023,0.000000,0.011912,0,0,0,0.000000,0.000000,0,,,PARTIAL,numeric_field_only (GGUF on disk unused for rule core),C0=0.148 C1=0.296 C2=0.308 C3=0.292 gain(C2-max(C0;C1))=0.012 elapsed_ms=22.8
E19_no_lookup_audit,c0bba6f,923654,x86_64,rustc 1.98.1 (48a229cea 2026-09-01),MODE_2_DYNAMIC_FIELD,R1_translation(dx=2;dy=1),4,1,false,false,true,-0.035366,0.471759,0.010912,-0.608116,0.000000,5.381768,-0.035366,-0.035366,0.000000,0,0,0,1.035366,0.999984,3200,567eb4370fb30e1c,b29dfde0515645a1,POSITIVE,numeric_field_only (GGUF on disk unused for rule core),E19 audit-only: leakage=0 cdt_q=0 rqm_q=0 table_q=0 nn_q=0 attractor_q=0; wrapped_E18A_verdict=NEGATIVE; A5 never in train; FIELD_ONLY; static=0.472 linear=0.011 nn=-0.608 table=0.000 coord_err=5.382 audit_path=input→encoder→D_phi→output elapsed_ms=40.2
E20_trajectory_vs_rule,c0bba6f,923654,x86_64,rustc 1.98.1 (48a229cea 2026-09-01),MODE_2_DYNAMIC_FIELD,R1_translation(dx=1.5;dy=0.5),10,1,false,false,true,0.796535,0.591383,0.000000,0.000000,0.000000,0.000000,0.796535,0.000000,0.205152,0,0,0,0.000000,0.000000,1600,bcff3123c4295e49,75cf47816d238a44,PARTIAL,numeric_field_only (GGUF on disk unused for rule core),cos_rule=0.797 cos_traj=0.591 delta=0.205 elapsed_ms=33.0
E21_abstract_rule_param,c0bba6f,923654,x86_64,rustc 1.98.1 (48a229cea 2026-09-01),MODE_2_DYNAMIC_FIELD,R1_translation(dx=2;dy=1); extrap dx=3,12,6,false,false,true,0.235186,0.449297,0.725086,0.000000,0.000000,0.000000,0.235186,0.725086,0.000000,0,0,0,0.000000,0.000000,1920,fa7ddc7334bbc6cf,02dac0c3a71ef600,NULL,numeric_field_only (GGUF on disk unused for rule core),same_param_cos=0.235 extrap_raw=0.449 extrap_ctx=0.725 elapsed_ms=47.3
E22_unobserved_composition,c0bba6f,923654,x86_64,rustc 1.98.1 (48a229cea 2026-09-01),MODE_2_DYNAMIC_FIELD,T2(T1(x)) never trained,14,4,false,false,true,0.572498,0.476869,0.000000,0.747968,0.000000,0.000000,0.572498,0.000000,0.000000,0,0,0,0.000000,0.000000,1400,5b79d31df66ff6fa,ac62eb5d18319488,PARTIAL,numeric_field_only (GGUF on disk unused for rule core),compose2=0.572 one_step=0.477 nn=0.748 elapsed_ms=28.6
E23_long_horizon,c0bba6f,923654,x86_64,rustc 1.98.1 (48a229cea 2026-09-01),MODE_2_DYNAMIC_FIELD,R1_translation(dx=0.5;dy=0.25),16,1,false,false,true,0.759628,-0.301451,-0.327309,0.000000,0.000000,0.000000,-0.301451,0.000000,0.000000,0,0,0,0.000000,-0.299936,1920,5eae6c1a5fecaee8,c4987154785dd077,PARTIAL,numeric_field_only (GGUF on disk unused for rule core),horizons_cos=["0.760"; "0.478"; "0.239"; "-0.301"; "-0.498"; "-0.327"] pert_h8=["-0.301"; "-0.302"; "-0.298"; "-0.298"] elapsed_ms=31.8
E24_static_vs_dynamic,c0bba6f,923654,x86_64,rustc 1.98.1 (48a229cea 2026-09-01),MODE_2_DYNAMIC_FIELD,R2_rotation(theta=0.5236),10,4,false,false,true,-0.597843,0.738836,0.738717,0.000000,0.000000,0.000000,-0.597843,0.000000,-1.336679,0,0,0,0.000000,0.000000,800,ba3e3d2e4e054bfd,ecbd46826d0d26e5,NEGATIVE,numeric_field_only (GGUF on disk unused for rule core),dynamic=-0.598 static=0.739 random_dyn=0.739 delta=-1.337 elapsed_ms=26.9
E25_cdt_experience_not_answer,c0bba6f,923171,x86_64,rustc 1.98.1 (48a229cea 2026-09-01),MODE_3_DYNAMIC_PLUS_CDT_TRAINING,R1_translation(dx=2;dy=1),4,1,true,false,true,0.187596,0.704678,0.677699,-0.261713,0.000000,3.758902,0.187596,0.187596,0.000000,0,0,0,0.812404,0.999998,640,d51fa6033c5a7afb,60728b61a08d3851,NEGATIVE,numeric_field_only (GGUF on disk unused for rule core),scaffold via E18B path (novel target not in CDT); full multi-family deferred. consolidate_calls=4 mean_delta=true target_in_cdt=false eval_cdt_queries=0 coord_err=3.759 elapsed_ms=24.7
E26_experience_ablation,c0bba6f,923168,x86_64,rustc 1.98.1 (48a229cea 2026-09-01),MODE_3_DYNAMIC_PLUS_CDT_TRAINING,R1_translation(dx=2;dy=1),4,1,true,false,true,0.209994,0.882724,0.176179,0.203680,0.000000,0.000000,0.209994,0.000000,-0.672731,0,0,0,0.000000,0.000000,0,,,NEGATIVE,numeric_field_only (GGUF on disk unused for rule core),ablation mapped to E18C C0..C3; C0=0.883 C1=0.176 C2=0.210 C3=0.204 gain(C2-max(C0;C1))=-0.673 elapsed_ms=24.4
E27_rule_transfer,c0bba6f,923654,x86_64,rustc 1.98.1 (48a229cea 2026-09-01),MODE_3_DYNAMIC_PLUS_CDT_TRAINING,,0,0,false,false,true,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0.000000,0.000000,0,,,INVALID,numeric_field_only (GGUF on disk unused for rule core),DEFERRED: cross-family transfer not fully instrumented in this pass
E28_continual_forgetting,c0bba6f,923654,x86_64,rustc 1.98.1 (48a229cea 2026-09-01),MODE_3_DYNAMIC_PLUS_CDT_TRAINING,,0,0,false,false,true,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0.000000,0.000000,0,,,INVALID,numeric_field_only (GGUF on disk unused for rule core),DEFERRED: continual R1/R2/R3 protocol not fully run
